 ID,PARAM,Date,Flow,SYM
08LE021,1,1911/09/23,1.78,
08LE021,1,1911/09/24,1.64,
08LE021,1,1911/09/25,1.64,
08LE021,1,1911/09/26,1.64,
08LE021,1,1911/09/27,1.64,
08LE021,1,1911/09/28,1.64,
08LE021,1,1911/09/29,1.64,
08LE021,1,1911/09/30,1.64,
08LE021,1,1911/10/01,1.58,
08LE021,1,1911/10/02,1.49,
08LE021,1,1911/10/03,1.49,
08LE021,1,1911/10/04,1.49,
08LE021,1,1911/10/05,1.49,
08LE021,1,1911/10/06,1.49,
08LE021,1,1911/10/07,1.49,
08LE021,1,1911/10/08,1.49,
08LE021,1,1911/10/09,1.49,
08LE021,1,1911/10/10,1.49,
08LE021,1,1911/10/11,1.39,
08LE021,1,1911/10/12,1.39,
08LE021,1,1911/10/13,1.39,
08LE021,1,1911/10/14,1.49,
08LE021,1,1911/10/15,1.39,
08LE021,1,1911/10/16,1.39,
08LE021,1,1911/10/17,1.39,
08LE021,1,1911/10/18,1.39,
08LE021,1,1911/10/19,1.39,
08LE021,1,1911/10/20,1.39,
08LE021,1,1911/10/21,1.39,
08LE021,1,1911/10/22,1.39,
08LE021,1,1911/10/23,1.39,
08LE021,1,1911/10/24,1.39,
08LE021,1,1911/10/25,1.39,
08LE021,1,1911/10/26,1.33,
08LE021,1,1911/10/27,1.33,
08LE021,1,1911/10/28,1.33,
08LE021,1,1911/10/29,1.33,
08LE021,1,1911/10/30,1.33,
08LE021,1,1911/10/31,1.33,
08LE021,1,1911/11/01,1.33,
08LE021,1,1911/11/02,1.33,
08LE021,1,1911/11/03,1.33,
08LE021,1,1911/11/04,1.33,
08LE021,1,1911/11/05,1.33,
08LE021,1,1911/11/06,1.39,
08LE021,1,1911/11/07,1.7,
08LE021,1,1911/11/08,1.64,
08LE021,1,1911/11/09,1.58,
08LE021,1,1911/11/10,1.49,
08LE021,1,1912/03/24,0.6,
08LE021,1,1912/03/25,0.6,
08LE021,1,1912/03/26,1.12,
08LE021,1,1912/03/27,1.75,
08LE021,1,1912/03/28,2.07,
08LE021,1,1912/03/29,2.48,
08LE021,1,1912/03/30,2.19,
08LE021,1,1912/03/31,2.35,
08LE021,1,1912/04/01,2.46,
08LE021,1,1912/04/02,2.55,
08LE021,1,1912/04/03,3.11,
08LE021,1,1912/04/04,3.45,
08LE021,1,1912/04/05,3.2,
08LE021,1,1912/04/06,3.14,
08LE021,1,1912/04/07,3.11,
08LE021,1,1912/04/08,3.2,
08LE021,1,1912/04/09,3.62,
08LE021,1,1912/04/10,4.05,
08LE021,1,1912/04/11,4.84,
08LE021,1,1912/04/12,5.38,
08LE021,1,1912/04/13,5.18,
08LE021,1,1912/04/14,5.04,
08LE021,1,1912/04/15,4.81,
08LE021,1,1912/04/16,4.76,
08LE021,1,1912/04/17,4.81,
08LE021,1,1912/04/18,5.27,
08LE021,1,1912/04/19,5.44,
08LE021,1,1912/04/20,5.47,
08LE021,1,1912/04/21,5.69,
08LE021,1,1912/04/22,5.86,
08LE021,1,1912/04/23,6.12,
08LE021,1,1912/04/24,6.65,
08LE021,1,1912/04/25,7.14,
08LE021,1,1912/04/26,7.36,
08LE021,1,1912/04/27,7.45,
08LE021,1,1912/04/28,7.5,
08LE021,1,1912/04/29,7.56,
08LE021,1,1912/04/30,8.44,
08LE021,1,1912/05/01,11.4,
08LE021,1,1912/05/02,11.6,
08LE021,1,1912/05/03,11.4,
08LE021,1,1912/05/04,12.2,
08LE021,1,1912/05/05,13.1,
08LE021,1,1912/05/06,13.7,
08LE021,1,1912/05/07,14.5,
08LE021,1,1912/05/08,16.1,
08LE021,1,1912/05/09,18,
08LE021,1,1912/05/10,20.1,
08LE021,1,1912/05/11,20.4,
08LE021,1,1912/05/12,21.1,
08LE021,1,1912/05/13,22.5,
08LE021,1,1912/05/14,24.5,
08LE021,1,1912/05/15,27.4,
08LE021,1,1912/05/16,30.3,
08LE021,1,1912/05/17,30.6,
08LE021,1,1912/05/18,29.2,
08LE021,1,1912/05/19,28.6,
08LE021,1,1912/05/20,28.6,
08LE021,1,1912/05/21,29.4,
08LE021,1,1912/05/22,29.2,
08LE021,1,1912/05/23,29.2,
08LE021,1,1912/05/24,30.3,
08LE021,1,1912/05/25,29.2,
08LE021,1,1912/05/26,28.6,
08LE021,1,1912/05/27,28.2,
08LE021,1,1912/05/28,25.5,
08LE021,1,1912/05/29,23.4,
08LE021,1,1912/05/30,21.6,
08LE021,1,1912/05/31,19.5,
08LE021,1,1912/06/01,18.5,
08LE021,1,1912/06/02,17.7,
08LE021,1,1912/06/03,16.4,
08LE021,1,1912/06/04,15.3,
08LE021,1,1912/06/05,14.8,
08LE021,1,1912/06/06,13.9,
08LE021,1,1912/06/07,13.1,
08LE021,1,1912/06/08,13.3,
08LE021,1,1912/06/09,13.1,
08LE021,1,1912/06/10,12.5,
08LE021,1,1912/06/11,12,
08LE021,1,1912/06/12,12.2,
08LE021,1,1912/06/13,12.5,
08LE021,1,1912/06/14,12.7,
08LE021,1,1912/06/15,13.1,
08LE021,1,1912/06/16,15.1,
08LE021,1,1912/06/17,13.4,
08LE021,1,1912/06/18,12.5,
08LE021,1,1912/06/19,11.7,
08LE021,1,1912/06/20,10.9,
08LE021,1,1912/06/21,9.37,
08LE021,1,1912/06/22,8.58,
08LE021,1,1912/06/23,7.36,
08LE021,1,1912/06/24,6.82,
08LE021,1,1912/06/25,6.71,
08LE021,1,1912/06/26,6.71,
08LE021,1,1912/06/27,6.71,
08LE021,1,1912/06/28,6.51,
08LE021,1,1912/06/29,6.2,
08LE021,1,1912/06/30,6.06,
08LE021,1,1912/07/01,5.92,
08LE021,1,1912/07/02,6.31,
08LE021,1,1912/07/03,6.97,
08LE021,1,1912/07/04,7.16,
08LE021,1,1912/07/05,6.57,
08LE021,1,1912/07/06,6.71,
08LE021,1,1912/07/07,6.97,
08LE021,1,1912/07/08,7.11,
08LE021,1,1912/07/09,6.57,
08LE021,1,1912/07/10,5.97,
08LE021,1,1912/07/11,5.52,
08LE021,1,1912/07/12,6.06,
08LE021,1,1912/07/13,6.12,
08LE021,1,1912/07/14,6.12,
08LE021,1,1912/07/15,5.78,
08LE021,1,1912/07/16,5.52,
08LE021,1,1912/07/17,5.21,
08LE021,1,1912/07/18,4.9,
08LE021,1,1912/07/19,4.47,
08LE021,1,1912/07/20,4.36,
08LE021,1,1912/07/21,4.11,
08LE021,1,1912/07/22,3.85,
08LE021,1,1912/07/23,4.11,
08LE021,1,1912/07/24,3.99,
08LE021,1,1912/07/25,4.11,
08LE021,1,1912/07/26,4.73,
08LE021,1,1912/07/27,4.36,
08LE021,1,1912/07/28,4.11,
08LE021,1,1912/07/29,3.85,
08LE021,1,1912/07/30,3.6,
08LE021,1,1912/07/31,3.09,
08LE021,1,1912/08/01,2.97,
08LE021,1,1912/08/02,2.83,
08LE021,1,1912/08/03,2.72,
08LE021,1,1912/08/04,2.58,
08LE021,1,1912/08/05,2.38,
08LE021,1,1912/08/06,2.07,
08LE021,1,1912/08/07,2.07,
08LE021,1,1912/08/08,2.07,
08LE021,1,1912/08/09,2.07,
08LE021,1,1912/08/10,1.93,
08LE021,1,1912/08/11,2.07,
08LE021,1,1912/08/12,2.07,
08LE021,1,1912/08/13,1.93,
08LE021,1,1912/08/14,1.81,
08LE021,1,1912/08/15,1.93,
08LE021,1,1912/08/16,2.18,
08LE021,1,1912/08/17,2.12,
08LE021,1,1912/08/18,2.12,
08LE021,1,1912/08/19,2.07,
08LE021,1,1912/08/20,2.07,
08LE021,1,1912/08/21,2.07,
08LE021,1,1912/08/22,1.93,
08LE021,1,1912/08/23,1.81,
08LE021,1,1912/08/24,1.81,
08LE021,1,1912/08/25,1.87,
08LE021,1,1912/08/26,1.7,
08LE021,1,1912/08/27,1.67,
08LE021,1,1912/08/28,1.67,
08LE021,1,1912/08/29,1.67,
08LE021,1,1912/08/30,1.67,
08LE021,1,1912/08/31,1.93,
08LE021,1,1912/09/01,2.44,
08LE021,1,1912/09/02,3.45,
08LE021,1,1912/09/03,3.09,
08LE021,1,1912/09/04,2.94,
08LE021,1,1912/09/05,2.83,
08LE021,1,1912/09/06,2.58,
08LE021,1,1912/09/07,3.2,
08LE021,1,1912/09/08,3.71,
08LE021,1,1912/09/09,3.85,
08LE021,1,1912/09/10,3.09,
08LE021,1,1912/09/11,2.46,
08LE021,1,1912/09/12,2.32,
08LE021,1,1912/09/13,2.32,
08LE021,1,1912/09/14,2.07,
08LE021,1,1912/09/15,1.95,
08LE021,1,1912/09/16,1.81,
08LE021,1,1912/09/17,1.81,
08LE021,1,1912/09/18,1.81,
08LE021,1,1912/09/19,1.67,
08LE021,1,1912/09/20,1.61,
08LE021,1,1912/09/21,1.56,
08LE021,1,1912/09/22,1.56,
08LE021,1,1912/09/23,1.56,
08LE021,1,1912/09/24,1.67,
08LE021,1,1912/09/25,1.67,
08LE021,1,1912/09/26,1.7,
08LE021,1,1912/09/27,1.81,
08LE021,1,1912/09/28,1.7,
08LE021,1,1912/09/29,1.7,
08LE021,1,1912/09/30,1.7,
08LE021,1,1961/06/28,3.48,
08LE021,1,1961/06/29,3.28,E
08LE021,1,1961/06/30,3.09,E
08LE021,1,1961/07/01,2.89,
08LE021,1,1961/07/02,2.83,
08LE021,1,1961/07/03,2.8,
08LE021,1,1961/07/04,2.72,
08LE021,1,1961/07/05,2.72,
08LE021,1,1961/07/06,2.75,
08LE021,1,1961/07/07,2.78,
08LE021,1,1961/07/08,2.69,E
08LE021,1,1961/07/09,2.61,
08LE021,1,1961/07/10,2.52,
08LE021,1,1961/07/11,2.44,
08LE021,1,1961/07/12,2.38,
08LE021,1,1961/07/13,2.32,
08LE021,1,1961/07/14,2.07,
08LE021,1,1961/07/15,2.04,
08LE021,1,1961/07/16,2.04,
08LE021,1,1961/07/17,2.41,
08LE021,1,1961/07/18,2.38,
08LE021,1,1961/07/19,2.24,
08LE021,1,1961/07/20,2.15,
08LE021,1,1961/07/21,2.04,
08LE021,1,1961/07/22,2.04,
08LE021,1,1961/07/23,1.95,
08LE021,1,1961/07/24,1.98,
08LE021,1,1961/07/25,1.93,
08LE021,1,1961/07/26,1.87,
08LE021,1,1961/07/27,1.93,
08LE021,1,1961/07/28,1.98,
08LE021,1,1961/07/29,2.07,
08LE021,1,1961/07/30,2.12,
08LE021,1,1961/07/31,1.98,
08LE021,1,1961/08/01,1.87,
08LE021,1,1961/08/02,1.7,
08LE021,1,1961/08/03,1.84,
08LE021,1,1961/08/04,1.81,
08LE021,1,1961/08/05,1.59,
08LE021,1,1961/08/06,1.56,
08LE021,1,1961/08/07,1.53,
08LE021,1,1961/08/08,1.53,
08LE021,1,1961/08/09,1.47,
08LE021,1,1961/08/10,1.5,
08LE021,1,1961/08/11,1.47,
08LE021,1,1961/08/12,1.44,
08LE021,1,1961/08/13,1.44,
08LE021,1,1961/08/14,1.44,
08LE021,1,1961/08/15,1.44,
08LE021,1,1961/08/16,1.9,
08LE021,1,1961/08/17,1.93,
08LE021,1,1961/08/18,1.76,
08LE021,1,1961/08/19,1.64,
08LE021,1,1961/08/20,1.59,
08LE021,1,1961/08/21,1.53,
08LE021,1,1961/08/22,1.53,
08LE021,1,1961/08/23,1.47,
08LE021,1,1961/08/24,1.44,
08LE021,1,1961/08/25,1.42,
08LE021,1,1961/08/26,1.4,
08LE021,1,1961/08/27,1.4,
08LE021,1,1961/08/28,1.38,
08LE021,1,1961/08/29,1.37,
08LE021,1,1961/08/30,1.37,
08LE021,1,1961/08/31,1.38,
08LE021,1,1961/09/01,1.44,
08LE021,1,1961/09/02,1.47,
08LE021,1,1961/09/03,1.44,
08LE021,1,1961/09/04,1.44,
08LE021,1,1961/09/05,1.42,
08LE021,1,1961/09/06,1.4,
08LE021,1,1961/09/07,1.42,
08LE021,1,1961/09/08,1.38,
08LE021,1,1961/09/09,1.37,
08LE021,1,1961/09/10,1.32,
08LE021,1,1961/09/11,1.34,
08LE021,1,1961/09/12,1.32,
08LE021,1,1961/09/13,1.32,
08LE021,1,1961/09/14,1.32,
08LE021,1,1961/09/15,1.32,
08LE021,1,1961/09/16,1.32,
08LE021,1,1961/09/17,1.32,
08LE021,1,1961/09/18,1.32,
08LE021,1,1961/09/19,1.32,
08LE021,1,1961/09/20,1.37,
08LE021,1,1961/09/21,1.4,
08LE021,1,1961/09/22,1.4,
08LE021,1,1961/09/23,1.4,
08LE021,1,1961/09/24,1.4,
08LE021,1,1961/09/25,1.4,
08LE021,1,1961/09/26,1.4,
08LE021,1,1961/09/27,1.44,
08LE021,1,1961/09/28,1.44,
08LE021,1,1961/09/29,1.47,
08LE021,1,1961/09/30,1.47,
08LE021,1,1962/06/29,5.8,
08LE021,1,1962/06/30,5.24,E
08LE021,1,1962/07/01,4.76,
08LE021,1,1962/07/02,4.64,
08LE021,1,1962/07/03,4.76,
08LE021,1,1962/07/04,4.76,
08LE021,1,1962/07/05,5.32,
08LE021,1,1962/07/06,6.65,
08LE021,1,1962/07/07,7.79,
08LE021,1,1962/07/08,5.58,
08LE021,1,1962/07/09,5.58,
08LE021,1,1962/07/10,5.47,
08LE021,1,1962/07/11,4.64,
08LE021,1,1962/07/12,4.16,
08LE021,1,1962/07/13,4.08,
08LE021,1,1962/07/14,3.99,
08LE021,1,1962/07/15,3.82,
08LE021,1,1962/07/16,3.71,
08LE021,1,1962/07/17,3.62,
08LE021,1,1962/07/18,3.94,
08LE021,1,1962/07/19,5.27,
08LE021,1,1962/07/20,6,
08LE021,1,1962/07/21,4.47,
08LE021,1,1962/07/22,3.79,
08LE021,1,1962/07/23,3.48,
08LE021,1,1962/07/24,3.28,
08LE021,1,1962/07/25,3.14,
08LE021,1,1962/07/26,2.92,
08LE021,1,1962/07/27,2.86,
08LE021,1,1962/07/28,2.8,
08LE021,1,1962/07/29,2.72,
08LE021,1,1962/07/30,2.58,
08LE021,1,1962/07/31,2.44,
08LE021,1,1962/08/01,2.29,
08LE021,1,1962/08/02,2.24,
08LE021,1,1962/08/03,2.72,
08LE021,1,1962/08/04,2.97,
08LE021,1,1962/08/05,3.09,
08LE021,1,1962/08/06,2.66,
08LE021,1,1962/08/07,2.66,
08LE021,1,1962/08/08,2.72,
08LE021,1,1962/08/09,2.75,
08LE021,1,1962/08/10,2.66,
08LE021,1,1962/08/11,2.58,
08LE021,1,1962/08/12,2.44,
08LE021,1,1962/08/13,2.44,
08LE021,1,1962/08/14,2.38,
08LE021,1,1962/08/15,2.38,
08LE021,1,1962/08/16,2.35,
08LE021,1,1962/08/17,2.35,
08LE021,1,1962/08/18,2.29,
08LE021,1,1962/08/19,2.29,
08LE021,1,1962/08/20,2.18,
08LE021,1,1962/08/21,2.18,
08LE021,1,1962/08/22,2.15,
08LE021,1,1962/08/23,2.12,
08LE021,1,1962/08/24,2.18,
08LE021,1,1962/08/25,2.12,
08LE021,1,1962/08/26,2.07,
08LE021,1,1962/08/27,2.07,
08LE021,1,1962/08/28,2.38,
08LE021,1,1962/08/29,2.35,
08LE021,1,1962/08/30,2.29,
08LE021,1,1962/08/31,2.29,
08LE021,1,1962/09/01,2.24,
08LE021,1,1962/09/02,2.04,
08LE021,1,1962/09/03,2.01,
08LE021,1,1962/09/04,1.93,
08LE021,1,1962/09/05,1.81,
08LE021,1,1962/09/06,1.81,
08LE021,1,1962/09/07,1.87,
08LE021,1,1962/09/08,1.87,
08LE021,1,1962/09/09,1.76,
08LE021,1,1962/09/10,1.81,
08LE021,1,1962/09/11,1.81,
08LE021,1,1962/09/12,1.87,
08LE021,1,1962/09/13,2.04,
08LE021,1,1962/09/14,2.01,
08LE021,1,1962/09/15,1.87,
08LE021,1,1962/09/16,1.87,
08LE021,1,1962/09/17,1.87,
08LE021,1,1962/09/18,1.81,
08LE021,1,1962/09/19,1.81,
08LE021,1,1962/09/20,1.76,
08LE021,1,1962/09/21,1.76,
08LE021,1,1962/09/22,1.73,
08LE021,1,1962/09/23,1.73,
08LE021,1,1962/09/24,1.73,
08LE021,1,1962/09/25,1.7,
08LE021,1,1962/09/26,1.7,
08LE021,1,1962/09/27,1.67,
08LE021,1,1962/09/28,1.67,
08LE021,1,1962/09/29,1.64,
08LE021,1,1962/09/30,1.67,
08LE021,1,1963/04/19,3.34,
08LE021,1,1963/04/21,2.86,
08LE021,1,1963/04/22,2.86,
08LE021,1,1963/04/23,2.86,
08LE021,1,1963/04/24,2.86,
08LE021,1,1963/04/25,3.26,
08LE021,1,1963/04/26,3.26,
08LE021,1,1963/04/27,4.79,
08LE021,1,1963/04/28,5.21,
08LE021,1,1963/04/29,6.26,
08LE021,1,1963/04/30,7.11,
08LE021,1,1963/05/01,7.11,
08LE021,1,1963/05/02,6.74,
08LE021,1,1963/05/03,5.75,
08LE021,1,1963/05/04,5.3,
08LE021,1,1963/05/05,5.38,
08LE021,1,1963/05/06,5.47,
08LE021,1,1963/05/07,5.75,
08LE021,1,1963/05/08,5.58,
08LE021,1,1963/05/09,5.47,
08LE021,1,1963/05/10,4.96,
08LE021,1,1963/05/11,4.87,
08LE021,1,1963/05/12,4.87,
08LE021,1,1963/05/13,5.38,
08LE021,1,1963/05/14,6.12,
08LE021,1,1963/05/15,6.37,
08LE021,1,1963/05/16,7.56,
08LE021,1,1963/05/17,7.11,
08LE021,1,1963/05/18,9.09,
08LE021,1,1963/05/19,9.46,
08LE021,1,1963/05/20,11.3,
08LE021,1,1963/05/21,13.3,
08LE021,1,1963/05/22,14.6,
08LE021,1,1963/05/23,16.5,
08LE021,1,1963/05/24,15.7,
08LE021,1,1963/05/25,15.1,
08LE021,1,1963/05/26,14.2,
08LE021,1,1963/05/27,14.1,
08LE021,1,1963/05/28,12.2,
08LE021,1,1963/05/29,12.2,
08LE021,1,1963/05/30,10.3,
08LE021,1,1963/05/31,9.46,
08LE021,1,1963/06/01,9.37,
08LE021,1,1963/06/02,9.37,
08LE021,1,1963/06/03,8.47,
08LE021,1,1963/06/04,8.47,
08LE021,1,1963/06/05,7.56,
08LE021,1,1963/06/06,7.56,
08LE021,1,1963/06/07,7.11,
08LE021,1,1963/06/08,6.94,
08LE021,1,1963/06/09,6.48,
08LE021,1,1963/06/10,6.2,
08LE021,1,1963/06/11,6.12,
08LE021,1,1963/06/12,5.75,
08LE021,1,1963/06/13,5.38,
08LE021,1,1963/06/14,4.87,
08LE021,1,1963/06/15,4.45,
08LE021,1,1963/06/16,4.05,
08LE021,1,1963/06/17,3.65,
08LE021,1,1963/06/18,3.26,
08LE021,1,1963/06/19,3.09,
08LE021,1,1963/06/20,3.03,
08LE021,1,1963/06/21,3.26,
08LE021,1,1963/06/22,3.09,
08LE021,1,1963/06/23,3.17,
08LE021,1,1963/06/24,3.26,
08LE021,1,1963/06/25,3.26,
08LE021,1,1963/06/26,4.7,
08LE021,1,1963/06/27,5.3,
08LE021,1,1963/06/28,4.98,
08LE021,1,1963/06/29,4.87,
08LE021,1,1963/06/30,5.3,
08LE021,1,1963/07/01,4.96,
08LE021,1,1963/07/02,4.96,
08LE021,1,1963/07/03,5.13,
08LE021,1,1963/07/04,4.87,
08LE021,1,1963/07/05,4.87,
08LE021,1,1963/07/06,4.87,
08LE021,1,1963/07/07,4.96,
08LE021,1,1963/07/08,4.87,
08LE021,1,1963/07/09,4.7,
08LE021,1,1963/07/10,3.65,
08LE021,1,1963/07/11,3.26,
08LE021,1,1963/07/12,3.06,
08LE021,1,1963/07/13,3.06,
08LE021,1,1963/07/14,3.03,
08LE021,1,1963/07/15,2.97,
08LE021,1,1963/07/16,2.94,
08LE021,1,1963/07/17,2.86,
08LE021,1,1963/07/18,2.94,
08LE021,1,1963/07/19,2.94,
08LE021,1,1963/07/20,2.86,
08LE021,1,1963/07/21,2.49,
08LE021,1,1963/07/22,2.71,
08LE021,1,1963/07/23,2.6,
08LE021,1,1963/07/24,2.6,
08LE021,1,1963/07/25,2.57,
08LE021,1,1963/07/26,2.49,
08LE021,1,1963/07/27,2.49,
08LE021,1,1963/07/28,2.43,
08LE021,1,1963/07/29,2.37,
08LE021,1,1963/07/30,2.37,
08LE021,1,1963/07/31,2.31,
08LE021,1,1963/08/01,2.18,
08LE021,1,1963/08/02,2.12,
08LE021,1,1963/08/03,2.01,
08LE021,1,1963/08/04,1.9,
08LE021,1,1963/08/05,1.85,
08LE021,1,1963/08/06,1.81,
08LE021,1,1963/08/07,1.72,
08LE021,1,1963/08/08,1.72,
08LE021,1,1963/08/09,1.67,
08LE021,1,1963/08/10,1.63,
08LE021,1,1963/08/11,1.58,
08LE021,1,1963/08/12,1.63,
08LE021,1,1963/08/13,2.49,
08LE021,1,1963/08/14,2.86,
08LE021,1,1963/08/15,2.18,
08LE021,1,1963/08/16,2.01,
08LE021,1,1963/08/17,1.85,
08LE021,1,1963/08/18,1.76,
08LE021,1,1963/08/19,1.67,
08LE021,1,1963/08/20,1.67,
08LE021,1,1963/08/21,1.67,
08LE021,1,1963/08/22,1.72,
08LE021,1,1963/08/23,1.72,
08LE021,1,1963/08/24,1.76,
08LE021,1,1963/08/25,1.85,
08LE021,1,1963/08/26,1.9,
08LE021,1,1963/08/27,1.85,
08LE021,1,1963/08/28,1.85,
08LE021,1,1963/08/29,1.72,
08LE021,1,1963/08/30,1.76,
08LE021,1,1963/08/31,1.65,
08LE021,1,1963/09/01,1.67,
08LE021,1,1963/09/02,1.65,
08LE021,1,1963/09/03,1.63,
08LE021,1,1963/09/04,1.6,
08LE021,1,1963/09/05,1.58,
08LE021,1,1963/09/06,1.56,
08LE021,1,1963/09/07,1.56,
08LE021,1,1963/09/08,1.54,
08LE021,1,1963/09/09,1.54,
08LE021,1,1963/09/10,1.54,
08LE021,1,1963/09/11,1.54,
08LE021,1,1963/09/12,1.54,
08LE021,1,1963/09/13,1.56,
08LE021,1,1963/09/14,1.56,
08LE021,1,1963/09/15,1.56,
08LE021,1,1963/09/16,1.56,
08LE021,1,1963/09/17,1.56,
08LE021,1,1963/09/18,1.56,
08LE021,1,1963/09/19,1.54,
08LE021,1,1963/09/20,1.54,
08LE021,1,1963/09/21,1.54,
08LE021,1,1963/09/22,1.67,
08LE021,1,1963/09/23,1.67,
08LE021,1,1963/09/24,1.67,
08LE021,1,1963/09/25,1.67,
08LE021,1,1963/09/26,1.65,
08LE021,1,1963/09/27,1.63,
08LE021,1,1963/09/28,1.6,
08LE021,1,1963/09/29,1.58,
08LE021,1,1963/09/30,1.56,
08LE021,1,1964/04/10,2.07,
08LE021,1,1964/04/11,2.07,
08LE021,1,1964/04/12,2.07,
08LE021,1,1964/04/13,2.12,
08LE021,1,1964/04/14,2.12,
08LE021,1,1964/04/15,2.18,
08LE021,1,1964/04/16,2.18,
08LE021,1,1964/04/17,2.07,
08LE021,1,1964/04/18,2.01,
08LE021,1,1964/04/19,1.95,
08LE021,1,1964/04/20,1.95,
08LE021,1,1964/04/21,1.95,
08LE021,1,1964/04/22,1.95,
08LE021,1,1964/04/23,1.95,
08LE021,1,1964/04/24,2.01,
08LE021,1,1964/04/25,2.01,
08LE021,1,1964/04/26,2.18,
08LE021,1,1964/04/27,2.12,
08LE021,1,1964/04/28,2.07,
08LE021,1,1964/04/29,2.12,
08LE021,1,1964/04/30,2.12,
08LE021,1,1964/05/01,2.12,
08LE021,1,1964/05/02,2.12,
08LE021,1,1964/05/03,2.12,
08LE021,1,1964/05/04,2.31,
08LE021,1,1964/05/05,2.57,
08LE021,1,1964/05/06,2.86,
08LE021,1,1964/05/07,2.94,
